作品ID,論理,制御フロー,同期,抽象化,データ表現,ユーザとの対話性,並列処理,CTスコア
956209267,3,3,3,3,3,2,3,20
53566534,0,0,0,0,0,0,0,0
623651538,0,1,0,1,1,2,2,7
979368538,0,2,0,1,1,2,1,7
711295534,0,1,0,0,0,1,0,2
991607721,0,2,0,0,0,1,0,3
791416512,0,1,0,0,0,1,0,2
1047865842,0,2,0,1,2,2,1,8
450609624,2,2,1,3,2,3,0,13
652312029,3,3,3,3,2,2,3,19
653536311,3,2,0,1,2,2,1,11
829610226,3,3,3,3,3,2,3,20
1011069816,0,2,2,3,1,1,3,12
1001945572,0,2,2,1,1,1,3,10
1072929949,3,3,2,1,1,2,1,13
1054542676,3,2,2,2,3,2,3,17
1035306714,3,3,2,1,2,2,3,16
1047014272,0,2,0,1,1,2,1,7
1040851441,3,3,3,3,2,1,3,18
985998892,0,2,0,1,1,2,1,7
971335665,0,2,1,1,1,2,1,8
962285752,3,2,2,1,2,2,3,15
988208256,0,2,0,1,2,2,2,9
988608036,3,3,0,2,2,2,1,13
1029651518,0,1,2,0,1,1,0,5
1033651471,0,1,0,1,1,1,1,5
594125173,0,2,0,3,1,1,1,8
912175625,0,2,0,1,1,2,1,7
907668746,0,2,1,1,1,1,1,7
906120456,0,2,1,1,1,1,1,7
406286687,3,1,1,0,0,2,0,7
674258198,0,0,0,0,0,0,0,0
66504994,0,0,0,0,0,0,0,0
1050872035,0,0,0,0,0,0,0,0
840030764,3,3,3,1,2,2,2,16
763812289,2,2,2,1,1,2,3,13
782868958,0,0,0,0,0,0,0,0
846082831,0,2,1,1,1,1,0,6
276660763,0,2,1,3,1,1,1,9
621359546,3,3,3,3,2,2,3,19
1076722453,0,2,0,1,2,2,2,9
1072431668,0,2,1,1,1,1,1,7
1067539844,0,2,0,1,1,1,1,6
478010926,0,2,3,1,1,1,3,11
786776074,0,2,1,1,1,1,1,7
1077031281,0,0,0,0,0,0,0,0
1079537836,0,0,0,0,0,0,0,0
1076605618,0,0,0,0,0,0,0,0
1080477797,0,2,1,1,1,1,1,7
1056728535,0,1,0,0,1,1,0,3
1062857051,0,2,1,0,1,1,0,5
1026653559,0,0,0,0,0,0,0,0
487976135,0,2,0,0,1,1,0,4
477725565,0,0,0,0,0,0,0,0
75446012,3,2,3,3,2,2,3,18
237793445,0,0,0,0,0,0,0,0
904568149,0,1,0,1,2,2,0,6
1076625246,3,3,0,2,1,2,2,13
1077229029,0,2,0,0,0,1,0,3
1063389727,3,2,3,1,1,2,1,13
1043520268,0,2,0,1,1,2,1,7
1047394608,3,2,3,1,1,2,1,13
1036187375,0,0,0,0,0,0,0,0
1028854928,3,2,0,1,1,2,1,10
1030472752,3,2,3,1,1,2,1,13
1021014057,1,2,2,1,1,2,3,12
1027892952,0,2,2,1,1,2,1,9
1072193828,0,1,0,1,1,2,0,5
1071300806,0,1,0,1,1,2,0,5
1066012906,0,1,0,1,1,2,1,6
1064793923,2,2,2,1,2,2,3,14
108566337,3,3,3,3,3,2,3,20
961749856,1,3,2,3,2,1,1,13
990212733,3,2,0,0,1,2,0,8
427714378,1,1,3,1,1,2,1,10
558585786,0,2,1,1,1,2,1,8
983623555,0,1,0,1,1,2,1,6
686631573,0,2,0,2,3,2,2,11
324474959,3,3,3,3,3,2,3,20
635426701,3,3,3,3,2,2,3,19
511789704,3,3,3,3,3,2,3,20
610557214,3,2,2,1,2,2,3,15
375258361,1,2,3,1,1,2,3,13
448858149,0,2,0,1,0,1,0,4
1048708816,0,0,0,0,0,0,0,0
1044881979,0,3,2,2,1,1,1,10
1056506414,0,2,2,1,1,1,1,8
151533764,0,0,0,0,0,0,0,0
908187583,0,2,1,1,1,1,1,7
971024523,0,0,0,0,0,0,0,0
775370893,3,3,3,3,3,1,3,19
1080789491,0,0,0,0,0,0,0,0
1068646647,0,2,0,1,0,1,1,5
376124681,3,2,1,2,2,1,1,12
1071272066,3,3,3,3,3,1,3,19
1080520752,0,0,0,0,0,0,0,0
199060798,1,2,0,1,1,2,0,7
1060860841,0,2,0,1,1,1,1,6
403015703,0,2,1,1,1,1,1,7
1077258866,3,3,0,3,2,2,1,14
631575753,0,2,2,2,1,1,1,9
998088785,0,1,0,1,1,2,1,6
917437955,0,2,3,2,1,1,3,12
654418641,0,0,0,0,0,0,0,0
827366645,0,1,0,1,1,2,0,5
323490293,0,2,2,1,1,1,1,8
900958059,0,2,1,1,2,1,1,8
1005305023,0,2,0,1,1,1,1,6
998104306,0,2,1,1,1,2,2,9
996462679,1,2,2,3,1,1,3,13
1073608465,0,2,2,1,2,2,1,10
1058087959,0,0,0,0,0,0,0,0
1024162165,0,0,0,0,0,0,0,0
1012200257,0,1,0,1,1,1,0,4
1037295231,0,0,0,0,0,0,0,0
1012811116,0,1,0,1,1,2,1,6
967635131,0,2,0,1,1,1,1,6
788762016,0,0,0,0,0,0,0,0
930911848,0,1,0,0,1,0,0,2
711079521,3,1,0,1,1,2,0,8
808905945,0,1,1,1,1,1,1,6
1059398181,0,2,0,1,1,2,0,6
1056224615,0,2,2,1,1,1,3,10
236758231,0,0,0,0,0,0,0,0
810632067,0,0,0,0,0,0,0,0
1027440888,3,3,2,3,1,1,3,16
816977902,3,2,3,3,2,2,3,18
817601411,3,3,3,3,2,2,3,19
761167542,0,1,0,0,1,1,0,3
177528281,3,3,3,1,1,2,3,16
923130046,0,2,1,1,1,2,1,8
1022642978,0,0,0,0,0,0,0,0
1018183836,0,2,2,2,1,2,1,10
996693872,0,2,1,1,1,1,1,7
927563176,0,2,0,1,1,1,1,6
1082472949,0,0,0,0,0,0,0,0
1081372837,0,0,0,0,0,0,0,0
1020292763,0,0,0,0,0,0,0,0
831274817,3,3,3,2,3,2,2,18
1020311422,0,2,2,1,1,1,3,10
1005109396,0,0,0,0,0,0,0,0
960209875,0,2,2,1,1,1,3,10
1023477614,0,2,2,2,1,1,3,11
990566659,0,2,2,2,1,1,3,11
995746236,0,2,0,1,1,1,1,6
995531055,0,2,2,1,1,1,3,10
1053323935,0,0,0,0,0,0,0,0
358856292,3,3,3,2,3,3,3,20
733421943,3,2,3,3,2,2,3,18
113111952,0,0,0,0,0,0,0,0
939679335,3,3,3,1,1,2,1,14
1035577565,3,2,3,1,2,2,3,16
781670871,0,2,3,1,1,2,3,12
767078314,2,2,2,3,1,2,2,14
826747157,3,3,3,3,2,2,3,19
114155805,3,3,3,3,3,2,3,20
432363499,0,2,3,3,2,2,1,13
398314235,3,3,3,3,3,2,1,18
996554456,0,2,3,1,2,2,3,13
969846274,3,3,3,3,2,2,3,19
556761451,0,2,2,1,1,2,3,11
1052207522,0,2,2,1,1,1,3,10
1016244984,0,0,0,0,0,0,0,0
534265392,3,3,3,3,2,2,3,19
867563609,3,3,3,3,3,2,3,20
557198514,3,3,3,3,3,2,3,20
887648964,2,2,2,1,1,1,3,12
822521294,3,3,3,3,3,1,3,19
1028352266,0,2,2,1,1,1,1,8
1018613827,0,0,0,0,0,0,0,0
944265982,3,3,3,3,2,1,3,18
1061450866,1,2,0,2,2,2,0,9
1056378685,2,2,2,2,2,2,3,15
820997419,3,3,3,3,3,2,3,20
968996776,3,3,3,3,3,2,3,20
916502498,3,3,3,3,2,2,3,19
530267521,3,2,1,1,1,2,1,11
773977524,0,2,0,1,1,1,1,6
720026333,0,2,2,1,1,1,3,10
69035668,0,0,0,0,0,0,0,0
197878882,3,3,2,3,2,2,3,18
543830255,3,3,3,1,2,2,3,17
1023215113,1,2,2,1,1,1,1,9
716648236,2,2,0,1,1,2,1,9
381269312,1,2,0,1,1,1,1,7
1022840265,3,2,2,3,1,1,3,15
957193551,0,3,2,1,1,1,1,9
885077773,0,2,1,1,1,1,1,7
933914075,3,3,2,3,2,2,3,18
929617724,3,2,3,3,2,2,3,18
1022619096,2,3,3,3,2,2,3,18
848284929,3,2,3,3,2,2,1,16
1030289561,0,2,1,1,1,1,1,7
856060528,3,3,0,2,1,1,3,13
1032120953,0,0,0,0,0,0,0,0
327547948,0,2,2,1,1,1,1,8
406098015,2,2,0,3,2,1,1,11
1028615712,2,2,0,3,2,1,1,11
543541655,2,2,0,1,2,1,1,9
1030635832,0,2,1,2,3,1,0,9
1013784302,0,0,0,0,0,0,0,0
1041178561,0,0,0,0,0,0,0,0
724485838,3,3,3,3,3,2,3,20
266969817,1,2,2,3,2,2,3,15
1037967713,2,2,1,3,1,1,0,10
1039142919,3,3,1,1,1,2,1,12
1032063815,3,3,1,1,1,2,1,12
1030672823,3,3,2,2,3,2,3,18
823430394,0,2,2,1,1,1,3,10
1074530408,0,2,1,0,1,1,0,5
1074312422,0,0,0,0,0,0,0,0
1071329615,0,2,1,0,1,1,0,5
784472095,2,2,2,3,1,0,3,13
1044825121,0,0,0,0,0,0,0,0
1055864522,0,1,2,1,1,1,1,7
1043540773,0,1,0,1,1,2,0,5
1014759594,0,0,0,0,0,0,0,0
116135973,0,0,0,0,0,0,0,0
864165408,0,2,2,1,2,1,3,11
1058188211,3,3,3,3,3,1,3,19
1074086824,3,2,3,1,1,2,1,13
1036063911,0,1,0,1,1,1,0,4
1013812263,0,1,0,1,1,1,0,4
826910854,0,2,2,1,1,1,3,10
892533197,0,3,1,1,1,1,1,8
1058514904,3,3,1,3,2,1,0,13
1045700324,3,3,3,2,2,2,1,16
894263586,3,2,3,3,2,2,3,18
866220707,0,1,0,1,1,2,1,6
125795298,0,0,0,0,0,0,0,0
421159416,0,2,0,0,1,1,0,4
754273928,0,2,2,3,1,1,3,12
799820593,3,2,3,3,2,2,3,18
798816254,0,2,0,1,1,2,0,6
675196777,0,2,2,1,2,1,3,11
122208737,0,0,0,0,0,0,0,0
14352503,3,3,3,3,2,2,3,19
112560897,0,0,0,0,0,0,0,0
978837483,0,2,2,3,1,1,3,12
1080323931,0,2,1,0,1,1,0,5
1047186613,3,2,1,2,2,1,0,11
363257194,0,2,2,3,1,1,3,12
642966885,0,2,2,1,1,1,0,7
1074567906,3,2,3,3,2,2,3,18
1074534416,0,1,0,0,1,1,0,3
1073081667,0,0,0,0,0,0,0,0
1048915523,3,2,1,1,3,2,1,13
840031183,0,2,2,1,2,2,3,12
1053306559,0,0,0,0,0,0,0,0
395954706,3,3,3,1,3,2,3,18
911447339,0,2,0,1,1,1,1,6
1000604848,0,3,2,1,2,1,3,12
1012781233,0,0,0,0,0,0,0,0
996207192,0,0,0,0,0,0,0,0
1000605724,0,2,1,1,1,1,1,7
103146874,3,2,3,3,3,2,3,19
1029888052,0,1,0,1,1,2,0,5
872681211,0,0,0,0,0,0,0,0
477011459,3,3,2,2,2,2,3,17
840645441,3,3,3,3,2,2,3,19
1057329764,3,3,3,2,3,2,3,19
1051259976,0,0,0,0,0,0,0,0
1000009994,3,3,3,3,3,2,3,20
339090205,0,1,0,1,1,2,0,5
973907034,0,1,2,1,1,2,3,10
394432089,0,3,0,0,2,2,0,7
445290536,0,2,2,2,2,1,3,12
1078378524,3,3,3,2,2,2,3,18
719816686,3,3,3,3,2,2,3,19
913485462,3,2,2,3,2,2,1,15
632359777,2,3,3,2,2,2,3,17
677907636,3,3,3,3,2,2,2,18
426448769,3,3,3,3,2,2,3,19
455508679,0,0,0,0,0,0,0,0
817559406,1,3,2,3,2,2,1,14
681206984,3,3,2,3,1,2,2,16
541169495,1,2,2,3,3,1,1,13
658987812,3,3,2,3,2,2,1,16
907216922,2,3,3,3,2,2,3,18
966413057,3,3,2,1,1,2,3,15
277436459,1,3,2,3,2,3,1,15
1018067546,0,2,2,1,2,1,1,9
949429666,0,2,2,1,2,1,1,9
879599618,0,2,1,1,1,1,1,7
560902327,1,3,3,3,2,1,3,16
632391936,3,3,3,3,2,1,3,18
578537676,2,2,3,3,2,1,3,16
999936058,0,0,0,0,0,0,0,0
969628512,0,2,3,1,1,2,1,10
989666028,2,2,0,1,2,2,1,10
988470811,0,0,0,0,0,0,0,0
985440504,0,2,0,2,1,1,0,6
935942453,3,2,3,2,2,2,3,17
1044049069,0,2,0,0,0,1,0,3
700562187,0,2,2,1,1,1,3,10
766096349,0,2,2,1,1,1,3,10
787581112,0,2,2,1,1,1,3,10
883645924,0,2,2,1,1,1,3,10
854847791,0,2,2,2,2,1,3,12
824355074,0,2,2,1,1,2,3,11
137099304,0,0,0,0,0,0,0,0
900903656,3,3,3,3,3,2,3,20
103069687,0,0,0,0,0,0,0,0
962780088,3,3,3,3,2,2,3,19
990672395,3,3,3,3,3,2,3,20
985185738,3,3,2,3,2,2,3,18
991033722,0,0,0,0,0,0,0,0
584995791,2,2,2,1,2,2,1,12
1054466684,0,2,1,1,1,1,1,7
988526798,1,2,2,2,1,1,1,10
222524797,0,0,0,0,0,0,0,0
1047511808,0,2,1,1,1,1,1,7
908510465,0,2,1,1,1,1,1,7
890541543,0,2,3,1,2,2,3,13
1015391328,1,2,2,3,3,1,1,13
996212464,3,3,2,2,1,2,3,16
940931302,3,3,2,2,1,2,1,14
938086612,3,3,2,2,2,2,3,17
754617855,1,3,2,3,2,1,3,15
845457892,0,2,2,1,1,1,1,8
840947264,3,3,3,3,2,2,3,19
839851059,3,3,3,3,2,2,3,19
115365559,0,0,0,0,0,0,0,0
639864695,3,3,3,3,2,1,3,18
694806783,3,3,3,3,3,2,3,20
940152666,2,3,2,1,2,2,3,15
67985684,0,0,0,0,0,0,0,0
23347035,0,0,0,0,0,0,0,0
207425944,0,0,0,0,0,0,0,0
846569117,0,2,3,1,2,2,1,11
1079702953,3,2,1,2,2,1,0,11
1081295918,3,2,1,2,2,1,1,12
10680746,0,0,0,0,0,0,0,0
849287039,0,0,0,0,0,0,0,0
978127787,0,0,0,0,0,0,0,0
988695184,0,2,1,1,1,1,1,7
1076905512,3,3,3,3,2,2,1,17
1073924447,3,3,2,2,2,1,1,14
1020807041,0,2,2,1,1,2,3,11
1034618497,0,2,0,1,1,1,1,6
1052281627,2,2,1,2,1,1,1,10
1041196753,0,1,0,1,1,1,0,4
919261469,1,1,0,1,2,1,1,7
1029556925,2,2,2,3,3,2,3,17
993229873,0,2,2,1,1,2,1,9
924238584,3,3,1,1,1,2,1,12
989658484,0,1,0,1,1,2,0,5
1000678548,2,2,2,3,3,2,3,17
967585504,0,2,0,1,1,1,1,6
1037517437,0,2,3,1,1,1,3,11
532131031,0,2,3,1,1,1,3,11
908025635,0,2,2,1,1,2,3,11
795102387,0,2,3,1,1,1,3,11
926852954,0,2,3,1,1,2,3,12
1034468175,0,2,3,1,1,1,3,11
1031037245,0,2,3,1,1,1,3,11
881927173,0,2,3,1,1,1,3,11
591613846,0,2,3,1,1,1,3,11
605438841,0,2,3,1,1,1,3,11
1078089957,3,3,3,3,2,2,3,19
857665095,3,3,3,3,3,2,3,20
1077772561,0,0,0,0,0,0,0,0
1077096277,3,3,2,3,2,2,3,18
1074160403,0,0,0,0,0,0,0,0
382734464,3,3,3,1,2,2,3,17
1074833752,0,0,0,0,0,0,0,0
1035251533,0,0,0,0,0,0,0,0
1073684596,0,0,0,0,0,0,0,0
1047999437,3,3,3,3,1,2,3,18
1052086034,0,2,0,1,1,2,1,7
444618385,0,1,0,1,0,2,2,6
774972927,0,2,2,1,1,1,3,10
1078772871,0,0,0,0,0,0,0,0
954082381,0,2,1,1,1,1,1,7
974676372,0,2,3,3,1,1,3,13
102885022,0,0,0,0,0,0,0,0
1037762976,0,2,3,2,1,1,3,12
18765939,0,0,0,0,0,0,0,0
881696124,0,2,3,1,2,1,3,12
1067594328,0,2,1,0,1,1,0,5
1057338225,0,2,0,1,1,1,1,6
1076239667,0,2,0,1,1,1,1,6
714084825,0,2,3,1,2,1,3,12
105041481,0,0,0,0,0,0,0,0
1066109909,3,2,3,1,2,1,3,15
1057742666,0,2,2,1,1,1,3,10
1048860118,0,2,2,3,1,1,3,12
1028823257,0,0,0,0,1,0,0,1
1030914356,0,2,1,1,1,1,1,7
978864351,0,2,0,0,0,1,0,3
1027162707,0,0,0,0,0,0,0,0
1027176286,0,1,0,0,1,1,0,3
697190242,0,3,2,1,1,1,1,9
400349603,3,3,3,3,3,2,3,20
819131054,3,3,3,3,2,2,3,19
941729111,3,3,2,3,3,2,1,17
996000105,3,3,3,3,2,2,3,19
979793274,2,2,2,3,3,2,3,17
964412079,0,1,0,1,1,2,0,5
984240921,1,2,2,1,1,1,3,11
95750373,0,0,0,0,0,0,0,0
1075265219,0,1,0,1,1,2,0,5
989740392,0,0,0,0,0,0,0,0
1064550656,0,1,0,0,0,1,0,2
1065458504,0,2,1,1,1,1,1,7
1057417105,0,2,1,1,1,2,1,8
1011326638,0,2,2,1,1,2,2,10
1005069035,0,1,0,1,1,2,0,5
925701814,3,3,3,3,2,2,1,17
970745149,0,0,0,0,0,0,0,0
925098639,3,3,3,3,3,2,3,20
760474891,0,0,0,0,0,0,0,0
542326774,0,1,0,0,1,2,0,4
743685339,0,0,0,0,0,0,0,0
239551404,0,0,0,0,0,0,0,0
785219305,1,2,2,3,2,1,3,14
65891872,0,0,0,0,0,0,0,0
828024318,3,3,3,3,3,2,3,20
674959038,3,3,3,3,2,2,3,19
945456043,3,3,3,3,3,1,3,19
934607582,0,2,0,1,1,2,1,7
739892135,3,3,3,3,3,1,3,19
545505122,3,3,2,3,2,2,3,18
781404082,0,3,2,1,1,1,3,11
1069649553,0,3,1,1,1,1,1,8
1053787306,0,0,0,0,0,0,0,0
1051928191,0,2,1,0,1,1,0,5
909715969,0,2,0,1,1,1,1,6
737480375,0,2,2,1,1,2,2,10
995758203,0,2,1,1,1,1,1,7
727499101,0,1,0,1,1,2,0,5
1061876518,0,0,0,0,0,0,0,0
760472608,0,2,1,1,1,1,1,7
991242996,0,2,0,1,1,1,1,6
994161738,0,2,1,1,1,1,0,6
415363989,0,0,0,0,0,0,0,0
947641648,0,2,3,1,1,2,3,12
938657207,0,1,0,1,0,1,1,4
1074432121,0,2,2,1,1,1,3,10
996505719,0,2,3,3,1,1,3,13
1052894007,0,1,0,1,1,2,0,5
1078856781,2,2,2,1,1,2,3,13
1073594054,3,3,2,2,2,2,3,17
319379961,3,3,3,3,2,2,3,19
866750098,0,0,0,0,0,0,0,0
911433843,0,2,0,1,1,1,1,6
888704437,0,2,0,0,1,1,0,4
869196811,0,2,2,1,1,1,3,10
776489863,2,2,0,1,2,2,0,9
1065135239,0,1,0,0,1,0,0,2
106477014,0,0,0,0,0,0,0,0
1061559173,0,2,0,1,1,2,1,7
1062515861,0,0,0,0,0,0,0,0
1081625655,0,0,0,0,0,0,0,0
1082182869,0,2,3,3,2,1,3,14
1011712161,0,2,1,0,1,1,0,5
737182764,0,1,0,0,0,1,0,2
553621013,0,1,0,0,1,1,0,3
1037949577,0,0,0,0,0,0,0,0
532110873,3,2,3,1,1,2,2,14
168247817,0,0,0,0,0,0,0,0
946081188,1,2,3,3,1,1,3,14
964090072,2,2,1,3,2,1,1,12
557272842,3,3,2,2,2,1,3,16
1011545963,0,0,0,0,0,0,0,0
1009625234,0,2,0,0,0,1,0,3
526239969,0,2,2,1,1,1,1,8
1008862046,0,2,0,0,0,1,0,3
1073644297,0,2,2,1,2,2,1,10
10128431,0,0,0,0,0,0,0,0
992369582,3,2,2,2,2,1,1,13
1061526916,0,0,0,0,0,0,0,0
1074143218,0,2,1,1,1,1,1,7
917819847,2,2,1,2,3,1,1,12
1071203076,0,1,0,0,1,1,0,3
995896429,0,0,0,0,0,0,0,0
1060346895,0,1,0,0,1,2,0,4
1073084857,0,2,0,1,1,2,1,7
1056839641,0,0,0,0,0,0,0,0
1061859318,0,2,2,1,1,1,1,8
761977524,3,3,3,3,3,2,3,20
623124669,3,3,2,3,3,2,3,19
660547626,3,3,3,3,2,2,3,19
649207929,3,3,2,3,3,2,3,19
818091143,1,2,1,1,1,1,1,8
778921121,0,2,1,0,1,1,0,5
668169232,1,3,2,3,2,2,1,14
547014123,0,1,3,1,1,2,3,11
421531157,3,3,3,3,3,2,3,20
901043892,3,3,3,3,2,2,1,17
1064558757,3,2,3,2,2,2,3,17
942531666,1,2,3,1,2,2,3,14
1077357719,0,2,1,3,2,1,1,10
1071301405,0,1,2,1,1,1,1,7
850821877,3,3,3,3,3,2,3,20
943741175,3,3,3,3,3,1,3,19
543175498,0,1,0,0,0,2,0,3
873265825,0,2,1,0,1,1,0,5
854168207,0,1,0,0,1,1,0,3
1010227838,2,1,0,1,1,2,2,9
293449853,0,0,0,0,0,0,0,0
971139886,0,1,0,1,1,1,1,5
721937675,1,2,2,1,2,2,3,13
581720837,0,2,3,3,1,1,3,13
466125746,1,2,2,1,2,1,3,12
1038989753,0,2,2,3,2,1,3,13
514018058,0,3,3,1,2,1,3,13
860110069,0,2,3,1,1,1,3,11
264751713,0,0,0,0,0,0,0,0
942008883,0,2,3,3,2,1,3,14
556280781,0,2,2,1,1,1,3,10
510334524,0,2,3,1,1,1,3,11
504535064,0,2,2,1,1,1,3,10
468090178,0,2,2,1,1,1,3,10
478228484,0,2,2,1,1,1,3,10
667667856,2,2,2,3,1,1,3,14
473469375,0,1,3,2,0,1,0,7
1050365055,0,2,2,1,1,2,1,9
1043953303,0,0,0,0,0,0,0,0
734183709,3,2,2,1,2,1,1,12
1073504209,0,2,2,1,1,2,2,10
277396056,0,0,0,0,0,0,0,0
613852211,0,2,1,0,1,1,0,5
647741389,0,2,2,1,1,1,1,8
101690792,0,0,0,0,0,0,0,0
118712083,0,0,0,0,0,0,0,0
497886042,0,2,2,1,2,2,2,11
869883342,0,0,0,0,0,0,0,0
1031042338,3,2,2,3,2,2,1,15
1034095882,3,2,2,3,2,2,3,17
780735045,1,2,3,1,2,2,3,14
907506489,0,0,0,0,0,0,0,0
1034559382,2,2,2,3,2,1,3,15
945455503,3,3,2,1,3,2,3,17
1064477653,0,2,0,3,2,2,1,10
1059906632,0,1,2,1,1,2,2,9
957706261,0,0,0,0,0,0,0,0
13443088,0,0,0,0,0,0,0,0
1037173671,0,2,0,0,0,1,0,3
1054385844,0,0,0,0,0,0,0,0
790881126,0,0,0,0,0,0,0,0
613986806,3,2,3,3,2,2,2,17
932807056,0,0,0,0,0,0,0,0
1037828446,1,2,2,2,1,1,3,12
922300516,0,1,0,0,0,1,0,2
899883713,2,3,3,3,2,1,3,17
1052244839,3,3,3,3,1,2,3,18
945109269,0,2,3,1,1,1,3,11
878719633,3,3,3,3,3,1,3,19
1043325904,3,3,3,3,3,2,3,20
534744931,3,3,3,3,3,2,3,20
788362358,1,3,2,1,1,1,3,12
1076549838,0,2,0,0,0,1,0,3
1075559605,0,2,0,0,0,1,0,3
1062147456,0,1,0,1,1,2,0,5
106003235,0,0,0,0,0,0,0,0
1055267536,0,0,0,0,0,0,0,0
1018802562,1,2,2,3,2,2,3,15
1076452471,0,2,1,1,1,1,1,7
1076130157,0,2,2,1,1,2,3,11
932064387,0,1,1,0,0,1,0,3
1071091086,1,2,2,1,1,2,1,10
785203116,0,2,1,1,2,1,1,8
1052332388,3,2,3,3,2,2,3,18
1038017991,3,2,3,2,2,2,3,17
1017524743,3,3,3,2,2,2,3,18
727845519,0,2,1,0,1,1,0,5
930558005,0,2,0,0,1,1,0,4
368531121,1,3,2,3,2,1,3,15
1031344444,0,2,2,1,1,1,3,10
257679438,0,3,3,3,2,1,3,15
712238482,3,3,3,3,3,2,3,20
950786905,0,2,2,1,1,1,3,10
94460396,0,0,0,0,0,0,0,0
864551327,1,2,1,3,2,1,0,10
1076310574,0,2,0,0,0,1,0,3
1076449398,3,2,3,1,2,2,1,14
1048176578,3,2,2,2,3,2,1,15
831069269,0,2,1,3,1,1,1,9
1026033619,3,3,2,3,2,2,3,18
1023753409,0,2,0,1,0,1,1,5
1003225728,0,2,2,1,1,1,1,8
982941031,3,2,2,1,2,2,1,13
301467083,3,3,3,3,2,2,3,19
1006895822,0,1,0,1,1,2,0,5
1003606375,2,1,2,1,2,2,3,13
12413368,0,0,0,0,0,0,0,0
931059827,0,2,2,1,1,1,3,10
1014955728,0,0,0,0,0,0,0,0
884011156,0,2,2,1,1,1,3,10
94325979,0,0,0,0,0,0,0,0
934578386,0,2,0,1,1,1,1,6
929588546,3,3,2,2,2,1,3,16
984311389,3,3,3,1,3,2,3,18
1072110217,0,0,0,0,0,0,0,0
1067919043,1,2,0,0,1,1,0,5
1053052633,3,3,0,2,3,2,1,14
1054762208,0,2,1,1,1,1,1,7
1053311364,0,3,2,2,2,1,1,11
771571885,3,3,3,3,3,1,3,19
1064566475,0,1,0,1,1,2,0,5
648600544,3,3,3,3,3,1,3,19
661707871,0,3,2,1,1,2,2,11
1080511488,0,1,0,1,1,2,0,5
900834969,3,3,3,3,3,2,3,20
1079842801,0,2,2,1,1,2,0,8
1080390744,0,2,2,2,1,2,0,9
923009465,3,3,3,3,3,1,3,19
1076886521,0,1,0,1,1,2,0,5
967931874,0,2,0,1,1,2,1,7
1017604904,0,3,3,3,2,1,3,15
983385491,0,2,2,1,1,1,1,8
980035904,0,0,0,0,0,0,0,0
964686511,0,2,1,0,1,1,0,5
968366144,0,2,2,1,1,1,3,10
968500515,0,0,0,0,0,0,0,0
966618257,0,0,0,0,0,0,0,0
1009893455,0,2,2,1,1,1,3,10
682563311,0,1,2,1,0,1,0,5
1000525014,0,1,2,1,1,1,1,7
996817545,0,2,0,1,0,2,0,5
964628101,0,1,0,0,1,1,0,3
638574231,0,2,1,1,1,2,0,7
634997324,0,1,0,1,1,2,0,5
787787094,0,1,1,1,1,2,0,6
950997172,0,1,1,1,1,2,0,6
785100793,0,1,1,1,1,2,0,6
615371894,0,1,1,0,1,1,0,4
1076908458,2,2,2,1,1,2,1,11
1074728413,2,2,2,1,1,2,1,11
1072781315,1,2,2,1,1,2,1,10
1038156194,0,2,2,3,2,1,1,11
945014363,3,3,3,3,2,2,3,19
966749966,3,2,3,3,2,2,3,18
965526321,3,3,3,3,2,2,3,19
96058213,0,0,0,0,0,0,0,0
959340663,3,3,3,3,2,2,3,19
842545354,3,3,3,3,3,2,3,20
84725408,3,3,2,3,2,2,3,18
510145525,3,3,3,3,3,2,3,20
802442966,3,3,3,3,3,2,3,20
845211561,0,3,2,1,1,2,3,12
887987294,3,3,3,2,2,2,3,18
858801758,3,2,2,1,2,2,1,13
891655502,0,2,1,1,1,1,1,7
131270192,3,3,3,3,3,2,3,20
457647893,3,3,2,3,2,2,3,18
487762234,3,3,3,3,2,2,3,19
298930088,0,0,0,0,0,0,0,0
40065008,0,0,0,0,0,0,0,0
251810369,0,0,0,0,0,0,0,0
10479585,0,0,0,0,0,0,0,0
107493454,0,0,0,0,0,0,0,0
1018802168,0,0,0,0,0,0,0,0
1009854458,0,0,0,0,0,0,0,0
1015646325,0,2,2,1,1,1,3,10
519325355,3,3,3,3,3,2,3,20
986024234,3,3,3,3,3,2,3,20
554550039,0,0,0,0,0,0,0,0
840968522,3,3,3,2,3,2,1,17
1067232685,0,2,0,3,1,2,2,10
1055388411,0,1,2,1,1,0,0,5
1071185181,0,2,0,0,0,1,0,3
1067404716,0,0,0,0,0,0,0,0
1064708217,0,0,0,0,0,0,0,0
1058058997,1,3,2,2,2,2,3,15
917735399,3,3,2,3,3,2,3,19
1005051621,0,2,0,0,1,1,0,4
904326946,3,3,3,3,3,1,3,19
904684077,3,3,3,3,3,1,3,19
1006094468,0,1,0,1,1,2,0,5
939248725,0,2,0,0,0,1,0,3
938528277,0,2,0,0,0,1,0,3
942350467,0,2,0,1,1,1,0,5
1009695032,0,2,0,1,1,1,1,6
966909447,0,2,1,0,0,1,0,4
946700821,0,2,0,0,0,1,0,3
1000562656,0,2,0,0,0,1,0,3
950102983,0,2,0,0,0,1,0,3
948495345,0,2,0,0,0,1,0,3
945656377,0,2,0,0,0,1,0,3
951164209,0,2,0,0,0,1,0,3
942407705,0,2,0,0,0,1,0,3
951679316,0,2,0,0,0,1,0,3
952956145,0,2,0,0,0,1,0,3
